[ 0.98330071 -0.87101208 -0.23886184  0.0150004   0.42217313  0.37503089
  0.85241509  0.98506716  0.45195914  0.33895617 -0.12080473 -0.35962664
 -0.34077385  0.91688441  0.74961777  0.          0.80253598  0.63035881
 -0.79981317 -0.39419356  0.90366031  0.66518184  0.1235185  -0.25431083
  0.73887172 -0.5233869   0.31385001  0.67637554  0.          0.60211828
 -0.56584892 -0.59972632 -0.76221732  0.4405418   0.94466105 -0.54940911
  0.         -0.53242875 -0.46627284 -0.83708469  0.85294882  0.17595997
  0.19427576  0.          0.          0.89701603  0.63530317 -0.25416376
  0.68512784  0.18979018 -0.46660337  0.28969904  0.          0.35193491
  0.79138929 -0.13147393  0.35180999 -0.74237021 -0.17852833  0.62936798
  0.         -0.32685896  0.91587438  0.53362035  0.52525312 -0.57487868
  0.9053661   0.         -0.47778669 -0.29810472 -0.0641551   0.
  0.82301295 -0.69703798  0.31398506  0.32349057  0.01462176 -0.92351502
  0.          0.96187198 -0.9557018   0.57110877  0.02147415  0.
 -0.9199835   0.97896182 -0.0880126   0.97443723 -0.45729724 -0.12871739
 -0.97152436 -0.06344638  0.59052921 -0.14444953 -0.17767466  0.98176117
  0.54197677 -0.96085748 -0.28973671  0.94279235 -0.67542193  0.48740966
  0.34102597 -0.62957814  0.1812409  -0.12853379 -0.73039358 -0.24867215
  0.67789215  0.12683543  0.2388159   0.95971582  0.16120502 -0.12770954
  0.65727206 -0.52521435  0.42141682  0.41509759 -0.84584119  0.14380692
  0.85556741 -0.77239202  0.03120806 -0.80197978  0.14701799  0.
  0.56142397 -0.85041641  0.20961479 -0.19419135  0.86256138  0.62657172
 -0.39261832  0.02346176  0.34094399  0.19471035 -0.49816363  0.03620803
  0.75752502  0.33310365 -0.92908482  0.72896141 -0.42743266  0.84167305
  0.27856505 -0.61461958  0.         -0.27141705 -0.51513726  0.73250452
 -0.37079014  0.03192794  0.47907794  0.          0.90347227  0.75057663
  0.60939788  0.78181491  0.          0.17778883  0.         -0.55681041
 -0.30500651 -0.54908943  0.50679782  0.          0.36047797 -0.16202606
  0.37126405  0.3595922   0.4617206  -0.89324891  0.80636164  0.
  0.10075789 -0.32425372  0.         -0.10064745 -0.12311081  0.56686543
  0.28694055 -0.48729597 -0.23531961 -0.80788382  0.45352188  0.8071139
  0.02788987  0.10420014  0.13307803 -0.50767448 -0.62975772  0.96607776
 -0.46215465  0.03163826  0.         -0.48527545  0.00529696 -0.0073894
 -0.787077    0.86540001]
